date,area_number,highest_group_number,changed
03/02/09,656,30,
03/02/09,657,30,
03/02/09,658,30,
03/02/09,659,18,
03/02/09,660,18,
03/02/09,661,18,
03/02/09,662,18,
03/02/09,663,18,
03/02/09,664,18,x
03/02/09,665,16,
03/02/09,667,40,
03/02/09,668,40,
03/02/09,669,40,
03/02/09,670,40,
03/02/09,671,40,
03/02/09,672,40,
03/02/09,673,40,
03/02/09,674,40,x
03/02/09,675,38,
03/02/09,676,18,x
03/02/09,677,16,
03/02/09,678,16,
03/02/09,679,16,
03/02/09,680,08,
03/02/09,681,18,
03/02/09,682,18,
03/02/09,683,18,
03/02/09,684,18,x
03/02/09,685,16,
03/02/09,686,16,
03/02/09,687,16,
03/02/09,688,16,
03/02/09,689,16,
03/02/09,690,16,
03/02/09,691,12,x
03/02/09,692,10,
03/02/09,693,10,
03/02/09,694,10,
03/02/09,695,10,
03/02/09,696,10,
03/02/09,697,10,
03/02/09,698,10,
03/02/09,699,10,
03/02/09,700,18,
03/02/09,701,18,
03/02/09,702,18,
03/02/09,703,18,
03/02/09,704,18,
03/02/09,705,18,
03/02/09,706,18,
03/02/09,707,18,
03/02/09,708,18,
03/02/09,709,18,
03/02/09,710,18,
03/02/09,711,18,
03/02/09,712,18,
03/02/09,713,18,
03/02/09,714,18,
03/02/09,715,18,
03/02/09,716,18,
03/02/09,717,18,
03/02/09,718,18,
03/02/09,719,18,
03/02/09,720,18,
03/02/09,721,18,
03/02/09,722,18,
03/02/09,723,18,
03/02/09,724,28,
03/02/09,725,18,
03/02/09,726,18,
03/02/09,727,10,
03/02/09,728,14,
03/02/09,729,16,
03/02/09,730,16,
03/02/09,731,16,
03/02/09,732,16,
03/02/09,733,14,
03/02/09,750,12,
03/02/09,751,12,
03/02/09,752,05,x
03/02/09,753,03,
03/02/09,754,03,
03/02/09,755,03,
03/02/09,756,09,
03/02/09,757,09,
03/02/09,758,09,x
03/02/09,759,07,
03/02/09,760,07,
03/02/09,761,07,
03/02/09,762,07,
03/02/09,763,07,
03/02/09,764,02,
03/02/09,765,02,x
03/02/09,766,80,x
03/02/09,767,80,x
03/02/09,768,78,
03/02/09,769,78,
03/02/09,770,78,
03/02/09,771,78,
03/02/09,772,78,x
02/02/09,001,08,
02/02/09,002,06,
02/02/09,003,06,
02/02/09,004,11,
02/02/09,005,08,
02/02/09,006,08,
02/02/09,007,08,
02/02/09,008,92,
02/02/09,009,92,x
02/02/09,010,92,
02/02/09,011,92,
02/02/09,012,92,
02/02/09,013,92,
02/02/09,014,92,
02/02/09,015,92,
02/02/09,016,92,
02/02/09,017,92,
02/02/09,018,92,
02/02/09,019,92,x
02/02/09,020,90,
02/02/09,021,90,
02/02/09,022,90,
02/02/09,023,90,
02/02/09,024,90,
02/02/09,025,90,
02/02/09,026,90,
02/02/09,027,90,
02/02/09,028,90,
02/02/09,029,90,
02/02/09,030,90,
02/02/09,031,90,
02/02/09,032,90,
02/02/09,033,90,
02/02/09,034,90,
02/02/09,035,74,
02/02/09,036,72,
02/02/09,037,72,
02/02/09,038,72,
02/02/09,039,72,
02/02/09,040,13,
02/02/09,041,13,
02/02/09,042,13,
02/02/09,043,13,
02/02/09,044,13,
02/02/09,045,13,
02/02/09,046,13,x
02/02/09,047,11,
02/02/09,048,11,
02/02/09,049,11,
02/02/09,050,98,
02/02/09,051,98,
02/02/09,052,98,
02/02/09,053,98,
02/02/09,054,98,
02/02/09,055,98,
02/02/09,056,98,
02/02/09,057,98,
02/02/09,058,98,
02/02/09,059,98,
02/02/09,060,98,
02/02/09,061,98,
02/02/09,062,98,
02/02/09,063,98,
02/02/09,064,98,
02/02/09,065,98,
02/02/09,066,98,
02/02/09,067,98,
02/02/09,068,98,
02/02/09,069,98,
02/02/09,070,98,
02/02/09,071,98,
02/02/09,072,98,
02/02/09,073,98,
02/02/09,074,98,
02/02/09,075,98,
02/02/09,076,98,
02/02/09,077,98,
02/02/09,078,98,
02/02/09,079,98,
02/02/09,080,98,
02/02/09,081,98,
02/02/09,082,98,
02/02/09,083,98,
02/02/09,084,98,x
02/02/09,085,98,x
02/02/09,086,98,x
02/02/09,087,96,
02/02/09,088,96,
02/02/09,089,96,
02/02/09,090,96,
02/02/09,091,96,
02/02/09,092,96,
02/02/09,093,96,
02/02/09,094,96,
02/02/09,095,96,
02/02/09,096,96,
02/02/09,097,96,
02/02/09,098,96,
02/02/09,099,96,
02/02/09,100,96,
02/02/09,101,96,
02/02/09,102,96,
02/02/09,103,96,
02/02/09,104,96,
02/02/09,105,96,
02/02/09,106,96,
02/02/09,107,96,
02/02/09,108,96,
02/02/09,109,96,
02/02/09,110,96,
02/02/09,111,96,
02/02/09,112,96,
02/02/09,113,96,
02/02/09,114,96,
02/02/09,115,96,
02/02/09,116,96,
02/02/09,117,96,
02/02/09,118,96,
02/02/09,119,96,
02/02/09,120,96,
02/02/09,121,96,
02/02/09,122,96,
02/02/09,123,96,
02/02/09,124,96,
02/02/09,125,96,
02/02/09,126,96,
02/02/09,127,96,
02/02/09,128,96,
02/02/09,129,96,
02/02/09,130,96,
02/02/09,131,96,
02/02/09,132,96,
02/02/09,133,96,
02/02/09,134,96,
02/02/09,135,21,
02/02/09,136,21,
02/02/09,137,21,
02/02/09,138,21,
02/02/09,139,21,
02/02/09,140,21,
02/02/09,141,21,
02/02/09,142,21,
02/02/09,143,21,
02/02/09,144,21,x
02/02/09,145,21,x
02/02/09,146,19,
02/02/09,147,19,
02/02/09,148,19,
02/02/09,149,19,
02/02/09,150,19,
02/02/09,151,19,
02/02/09,152,19,
02/02/09,153,19,
02/02/09,154,19,
02/02/09,155,19,
02/02/09,156,19,
02/02/09,157,19,
02/02/09,158,19,
02/02/09,159,84,
02/02/09,160,84,
02/02/09,161,84,
02/02/09,162,84,
02/02/09,163,84,
02/02/09,164,84,
02/02/09,165,84,
02/02/09,166,84,
02/02/09,167,84,
02/02/09,168,84,
02/02/09,169,84,
02/02/09,170,84,
02/02/09,171,84,
02/02/09,172,84,
02/02/09,173,84,
02/02/09,174,84,
02/02/09,175,84,
02/02/09,176,84,
02/02/09,177,84,
02/02/09,178,84,
02/02/09,179,84,
02/02/09,180,84,
02/02/09,181,84,
02/02/09,182,84,
02/02/09,183,84,
02/02/09,184,84,
02/02/09,185,84,
02/02/09,186,84,
02/02/09,187,84,
02/02/09,188,84,
02/02/09,189,84,
02/02/09,190,84,
02/02/09,191,84,
02/02/09,192,84,
02/02/09,193,84,
02/02/09,194,84,
02/02/09,195,84,
02/02/09,196,84,
02/02/09,197,84,
02/02/09,198,84,
02/02/09,199,84,
02/02/09,200,84,
02/02/09,201,84,
02/02/09,202,84,
02/02/09,203,84,
02/02/09,204,84,
02/02/09,205,84,x
02/02/09,206,84,x
02/02/09,207,82,
02/02/09,208,82,
02/02/09,209,82,
02/02/09,210,82,
02/02/09,211,82,
02/02/09,212,83,
02/02/09,213,83,
02/02/09,214,83,
02/02/09,215,83,
02/02/09,216,83,
02/02/09,217,83,
02/02/09,218,83,x
02/02/09,219,81,
02/02/09,220,81,
02/02/09,221,08,
02/02/09,222,06,
02/02/09,223,99,
02/02/09,224,99,
02/02/09,225,99,
02/02/09,226,99,
02/02/09,227,99,
02/02/09,228,99,
02/02/09,229,99,
02/02/09,230,99,
02/02/09,231,99,
02/02/09,232,55,
02/02/09,233,55,
02/02/09,234,55,
02/02/09,235,53,
02/02/09,236,53,
02/02/09,237,99,
02/02/09,238,99,
02/02/09,239,99,
02/02/09,240,99,
02/02/09,241,99,
02/02/09,242,99,
02/02/09,243,99,
02/02/09,244,99,
02/02/09,245,99,
02/02/09,246,99,
02/02/09,247,99,
02/02/09,248,99,
02/02/09,249,99,
02/02/09,250,99,
02/02/09,251,99,
02/02/09,252,99,
02/02/09,253,99,
02/02/09,254,99,
02/02/09,255,99,
02/02/09,256,99,
02/02/09,257,99,
02/02/09,258,99,
02/02/09,259,99,
02/02/09,260,99,
02/02/09,261,99,
02/02/09,262,99,
02/02/09,263,99,
02/02/09,264,99,
02/02/09,265,99,
02/02/09,266,99,
02/02/09,267,99,
02/02/09,268,15,
02/02/09,269,15,
02/02/09,270,15,
02/02/09,271,15,
02/02/09,272,15,
02/02/09,273,15,
02/02/09,274,15,x
02/02/09,275,15,x
02/02/09,276,13,
02/02/09,277,13,
02/02/09,278,13,
02/02/09,279,13,
02/02/09,280,13,
02/02/09,281,13,
02/02/09,282,13,
02/02/09,283,13,
02/02/09,284,13,
02/02/09,285,13,
02/02/09,286,13,
02/02/09,287,13,
02/02/09,288,13,
02/02/09,289,13,
02/02/09,290,13,
02/02/09,291,13,
02/02/09,292,13,
02/02/09,293,13,
02/02/09,294,13,
02/02/09,295,13,
02/02/09,296,13,
02/02/09,297,13,
02/02/09,298,13,
02/02/09,299,13,
02/02/09,300,13,
02/02/09,301,13,
02/02/09,302,13,
02/02/09,303,33,
02/02/09,304,33,
02/02/09,305,33,
02/02/09,306,33,
02/02/09,307,33,
02/02/09,308,33,
02/02/09,309,33,
02/02/09,310,33,
02/02/09,311,33,
02/02/09,312,33,
02/02/09,313,33,
02/02/09,314,33,
02/02/09,315,33,
02/02/09,316,33,
02/02/09,317,33,x
02/02/09,318,08,
02/02/09,319,08,
02/02/09,320,08,
02/02/09,321,08,
02/02/09,322,08,
02/02/09,323,08,
02/02/09,324,08,
02/02/09,325,08,
02/02/09,326,08,
02/02/09,327,08,
02/02/09,328,08,
02/02/09,329,08,
02/02/09,330,08,
02/02/09,331,08,
02/02/09,332,08,
02/02/09,333,08,
02/02/09,334,08,
02/02/09,335,08,
02/02/09,336,08,x
02/02/09,337,08,x
02/02/09,338,06,
02/02/09,339,06,
02/02/09,340,06,
02/02/09,341,06,
02/02/09,342,06,
02/02/09,343,06,
02/02/09,344,06,
02/02/09,345,06,
02/02/09,346,06,
02/02/09,347,06,
02/02/09,348,06,
02/02/09,349,06,
02/02/09,350,06,
02/02/09,351,06,
02/02/09,352,06,
02/02/09,353,06,
02/02/09,354,06,
02/02/09,355,06,
02/02/09,356,06,
02/02/09,357,06,
02/02/09,358,06,
02/02/09,359,06,
02/02/09,360,06,
02/02/09,361,06,
02/02/09,362,35,
02/02/09,363,35,
02/02/09,364,35,
02/02/09,365,35,
02/02/09,366,35,
02/02/09,367,35,
02/02/09,368,35,
02/02/09,369,35,
02/02/09,370,35,
02/02/09,371,35,
02/02/09,372,35,
02/02/09,373,35,
02/02/09,374,35,
02/02/09,375,35,
02/02/09,376,35,
02/02/09,377,35,
02/02/09,378,35,
02/02/09,379,35,
02/02/09,380,35,
02/02/09,381,35,
02/02/09,382,35,
02/02/09,383,35,
02/02/09,384,35,
02/02/09,385,35,x
02/02/09,386,35,x
02/02/09,387,31,
02/02/09,388,31,
02/02/09,389,31,
02/02/09,390,31,
02/02/09,391,31,
02/02/09,392,29,
02/02/09,393,29,
02/02/09,394,29,
02/02/09,395,29,
02/02/09,396,29,
02/02/09,397,29,
02/02/09,398,29,
02/02/09,399,29,
02/02/09,400,71,x
02/02/09,401,69,
02/02/09,402,69,
02/02/09,403,69,
02/02/09,404,69,
02/02/09,405,69,
02/02/09,406,69,
02/02/09,407,69,
02/02/09,408,99,
02/02/09,409,99,
02/02/09,410,99,
02/02/09,411,99,
02/02/09,412,99,
02/02/09,413,99,
02/02/09,414,99,
02/02/09,415,99,
02/02/09,416,65,
02/02/09,417,63,
02/02/09,418,63,
02/02/09,419,63,
02/02/09,420,63,
02/02/09,421,63,
02/02/09,422,63,
02/02/09,423,63,
02/02/09,424,63,
02/02/09,425,99,
02/02/09,426,99,
02/02/09,427,99,
02/02/09,428,99,
02/02/09,429,99,
02/02/09,430,99,
02/02/09,431,99,
02/02/09,432,99,
02/02/09,433,99,
02/02/09,434,99,
02/02/09,435,99,
02/02/09,436,99,
02/02/09,437,99,
02/02/09,438,99,
02/02/09,439,99,
02/02/09,440,25,
02/02/09,441,25,
02/02/09,442,25,
02/02/09,443,25,
02/02/09,444,25,
02/02/09,445,25,
02/02/09,446,23,
02/02/09,447,23,
02/02/09,448,23,
02/02/09,449,99,
02/02/09,450,99,
02/02/09,451,99,
02/02/09,452,99,
02/02/09,453,99,
02/02/09,454,99,
02/02/09,455,99,
02/02/09,456,99,
02/02/09,457,99,
02/02/09,458,99,
02/02/09,459,99,
02/02/09,460,99,
02/02/09,461,99,
02/02/09,462,99,
02/02/09,463,99,
02/02/09,464,99,
02/02/09,465,99,
02/02/09,466,99,
02/02/09,467,99,
02/02/09,468,53,
02/02/09,469,53,
02/02/09,470,53,
02/02/09,471,53,
02/02/09,472,53,x
02/02/09,473,51,
02/02/09,474,51,
02/02/09,475,51,
02/02/09,476,51,
02/02/09,477,51,
02/02/09,478,39,
02/02/09,479,39,
02/02/09,480,39,
02/02/09,481,39,
02/02/09,482,39,
02/02/09,483,39,x
02/02/09,484,37,
02/02/09,485,37,
02/02/09,486,27,
02/02/09,487,27,
02/02/09,488,27,
02/02/09,489,27,
02/02/09,490,27,
02/02/09,491,27,
02/02/09,492,27,
02/02/09,493,27,
02/02/09,494,25,
02/02/09,495,25,
02/02/09,496,25,
02/02/09,497,25,
02/02/09,498,25,
02/02/09,499,25,
02/02/09,500,25,
02/02/09,501,35,
02/02/09,502,33,
02/02/09,503,43,
02/02/09,504,41,
02/02/09,505,55,
02/02/09,506,53,
02/02/09,507,53,
02/02/09,508,53,
02/02/09,509,29,
02/02/09,510,29,
02/02/09,511,29,
02/02/09,512,29,
02/02/09,513,29,
02/02/09,514,29,
02/02/09,515,29,x
02/02/09,516,47,
02/02/09,517,45,
02/02/09,518,81,
02/02/09,519,81,
02/02/09,520,57,
02/02/09,521,99,
02/02/09,522,99,
02/02/09,523,99,
02/02/09,524,99,
02/02/09,525,99,
02/02/09,526,99,
02/02/09,527,99,
02/02/09,528,99,
02/02/09,529,99,
02/02/09,530,99,
02/02/09,531,65,
02/02/09,532,65,
02/02/09,533,65,
02/02/09,534,65,
02/02/09,535,65,
02/02/09,536,65,
02/02/09,537,65,
02/02/09,538,65,x
02/02/09,539,63,
02/02/09,540,77,
02/02/09,541,77,
02/02/09,542,77,
02/02/09,543,77,x
02/02/09,544,75,
02/02/09,545,99,
02/02/09,546,99,
02/02/09,547,99,
02/02/09,548,99,
02/02/09,549,99,
02/02/09,550,99,
02/02/09,551,99,
02/02/09,552,99,
02/02/09,553,99,
02/02/09,554,99,
02/02/09,555,99,
02/02/09,556,99,
02/02/09,557,99,
02/02/09,558,99,
02/02/09,559,99,
02/02/09,560,99,
02/02/09,561,99,
02/02/09,562,99,
02/02/09,563,99,
02/02/09,564,99,
02/02/09,565,99,
02/02/09,566,99,
02/02/09,567,99,
02/02/09,568,99,
02/02/09,569,99,
02/02/09,570,99,
02/02/09,571,99,
02/02/09,572,99,
02/02/09,573,99,
02/02/09,574,55,x
02/02/09,575,99,
02/02/09,576,99,
02/02/09,577,49,x
02/02/09,578,47,
02/02/09,579,47,
02/02/09,580,39,
02/02/09,581,99,
02/02/09,582,99,
02/02/09,583,99,
02/02/09,584,99,
02/02/09,585,99,
02/02/09,586,63,
02/02/09,587,99,
02/02/09,588,05,
02/02/09,589,99,
02/02/09,590,99,
02/02/09,591,99,
02/02/09,592,99,
02/02/09,593,99,
02/02/09,594,99,
02/02/09,595,99,
02/02/09,596,88,
02/02/09,597,88,x
02/02/09,598,86,
02/02/09,599,86,
02/02/09,600,99,
02/02/09,601,99,
02/02/09,602,73,
02/02/09,603,73,
02/02/09,604,73,
02/02/09,605,73,
02/02/09,606,73,
02/02/09,607,73,
02/02/09,608,73,
02/02/09,609,73,
02/02/09,610,73,
02/02/09,611,73,
02/02/09,612,73,
02/02/09,613,73,
02/02/09,614,73,
02/02/09,615,73,
02/02/09,616,73,
02/02/09,617,73,
02/02/09,618,73,
02/02/09,619,73,
02/02/09,620,73,
02/02/09,621,73,x
02/02/09,622,73,x
02/02/09,623,73,x
02/02/09,624,73,x
02/02/09,625,73,x
02/02/09,626,73,x
02/02/09,627,19,
02/02/09,628,19,
02/02/09,629,19,
02/02/09,630,19,x
02/02/09,631,19,x
02/02/09,632,19,x
02/02/09,633,19,x
02/02/09,634,17,
02/02/09,635,17,
02/02/09,636,17,
02/02/09,637,17,
02/02/09,638,17,
02/02/09,639,17,
02/02/09,640,17,
02/02/09,641,17,
02/02/09,642,17,
02/02/09,643,17,
02/02/09,644,17,
02/02/09,645,17,
02/02/09,646,08,x
02/02/09,647,06,
02/02/09,648,50,
02/02/09,649,48,
02/02/09,650,52,
02/02/09,651,52,
02/02/09,652,52,x
02/02/09,653,50,
02/02/09,654,30,
02/02/09,655,30,
02/02/09,656,30,
02/02/09,657,30,
02/02/09,658,30,
02/02/09,659,18,
02/02/09,660,18,
02/02/09,661,18,
02/02/09,662,18,
02/02/09,663,18,
02/02/09,664,16,
02/02/09,665,16,
02/02/09,667,40,
02/02/09,668,40,
02/02/09,669,40,
02/02/09,670,40,
02/02/09,671,40,
02/02/09,672,40,x
02/02/09,673,40,x
02/02/09,674,38,
02/02/09,675,38,
02/02/09,676,16,
02/02/09,677,16,
02/02/09,678,16,
02/02/09,679,16,
02/02/09,680,08,
02/02/09,681,18,
02/02/09,682,18,
02/02/09,683,18,x
02/02/09,684,16,
02/02/09,685,16,
02/02/09,686,16,
02/02/09,687,16,
02/02/09,688,16,
02/02/09,689,16,
02/02/09,690,16,
02/02/09,691,10,
02/02/09,692,10,
02/02/09,693,10,
02/02/09,694,10,
02/02/09,695,10,
02/02/09,696,10,
02/02/09,697,10,
02/02/09,698,10,
02/02/09,699,10,x
02/02/09,700,18,
02/02/09,701,18,
02/02/09,702,18,
02/02/09,703,18,
02/02/09,704,18,
02/02/09,705,18,
02/02/09,706,18,
02/02/09,707,18,
02/02/09,708,18,
02/02/09,709,18,
02/02/09,710,18,
02/02/09,711,18,
02/02/09,712,18,
02/02/09,713,18,
02/02/09,714,18,
02/02/09,715,18,
02/02/09,716,18,
02/02/09,717,18,
02/02/09,718,18,
02/02/09,719,18,
02/02/09,720,18,
02/02/09,721,18,
02/02/09,722,18,
02/02/09,723,18,
02/02/09,724,28,
02/02/09,725,18,
02/02/09,726,18,
02/02/09,727,10,
02/02/09,728,14,
02/02/09,729,16,
02/02/09,730,16,
02/02/09,731,16,
02/02/09,732,16,x
02/02/09,733,14,
02/02/09,750,12,
02/02/09,751,12,
02/02/09,752,03,
02/02/09,753,03,
02/02/09,754,03,
02/02/09,755,03,
02/02/09,756,09,
02/02/09,757,09,x
02/02/09,758,07,
02/02/09,759,07,
02/02/09,760,07,
02/02/09,761,07,
02/02/09,762,07,
02/02/09,763,07,
02/02/09,764,02,x
02/02/09,765,98,
02/02/09,766,78,
02/02/09,767,78,
02/02/09,768,78,
02/02/09,769,78,x
02/02/09,770,78,x
02/02/09,771,78,x
02/02/09,772,76,
01/02/09,001,08,
01/02/09,002,06,
01/02/09,003,06,
01/02/09,004,11,
01/02/09,005,08,
01/02/09,006,08,
01/02/09,007,08,
01/02/09,008,92,
01/02/09,009,90,
01/02/09,010,92,
01/02/09,011,92,
01/02/09,012,92,
01/02/09,013,92,
01/02/09,014,92,
01/02/09,015,92,
01/02/09,016,92,
01/02/09,017,92,
01/02/09,018,92,x
01/02/09,019,90,
01/02/09,020,90,
01/02/09,021,90,
01/02/09,022,90,
01/02/09,023,90,
01/02/09,024,90,
01/02/09,025,90,
01/02/09,026,90,
01/02/09,027,90,
01/02/09,028,90,
01/02/09,029,90,
01/02/09,030,90,
01/02/09,031,90,
01/02/09,032,90,
01/02/09,033,90,
01/02/09,034,90,
01/02/09,035,74,
01/02/09,036,72,
01/02/09,037,72,
01/02/09,038,72,
01/02/09,039,72,
01/02/09,040,13,
01/02/09,041,13,
01/02/09,042,13,
01/02/09,043,13,
01/02/09,044,13,
01/02/09,045,13,
01/02/09,046,11,
01/02/09,047,11,
01/02/09,048,11,
01/02/09,049,11,
01/02/09,050,98,
01/02/09,051,98,
01/02/09,052,98,
01/02/09,053,98,
01/02/09,054,98,
01/02/09,055,98,
01/02/09,056,98,
01/02/09,057,98,
01/02/09,058,98,
01/02/09,059,98,
01/02/09,060,98,
01/02/09,061,98,
01/02/09,062,98,
01/02/09,063,98,
01/02/09,064,98,
01/02/09,065,98,
01/02/09,066,98,
01/02/09,067,98,
01/02/09,068,98,
01/02/09,069,98,
01/02/09,070,98,
01/02/09,071,98,
01/02/09,072,98,
01/02/09,073,98,
01/02/09,074,98,
01/02/09,075,98,
01/02/09,076,98,
01/02/09,077,98,
01/02/09,078,98,
01/02/09,079,98,
01/02/09,080,98,
01/02/09,081,98,x
01/02/09,082,98,x
01/02/09,083,98,x
01/02/09,084,96,
01/02/09,085,96,
01/02/09,086,96,
01/02/09,087,96,
01/02/09,088,96,
01/02/09,089,96,
01/02/09,090,96,
01/02/09,091,96,
01/02/09,092,96,
01/02/09,093,96,
01/02/09,094,96,
01/02/09,095,96,
01/02/09,096,96,
01/02/09,097,96,
01/02/09,098,96,
01/02/09,099,96,
01/02/09,100,96,
01/02/09,101,96,
01/02/09,102,96,
01/02/09,103,96,
01/02/09,104,96,
01/02/09,105,96,
01/02/09,106,96,
01/02/09,107,96,
01/02/09,108,96,
01/02/09,109,96,
01/02/09,110,96,
01/02/09,111,96,
01/02/09,112,96,
01/02/09,113,96,
01/02/09,114,96,
01/02/09,115,96,
01/02/09,116,96,
01/02/09,117,96,
01/02/09,118,96,
01/02/09,119,96,
01/02/09,120,96,
01/02/09,121,96,
01/02/09,122,96,
01/02/09,123,96,
01/02/09,124,96,
01/02/09,125,96,
01/02/09,126,96,
01/02/09,127,96,
01/02/09,128,96,
01/02/09,129,96,
01/02/09,130,96,
01/02/09,131,96,
01/02/09,132,96,
01/02/09,133,96,
01/02/09,134,96,
01/02/09,135,21,
01/02/09,136,21,
01/02/09,137,21,
01/02/09,138,21,
01/02/09,139,21,
01/02/09,140,21,
01/02/09,141,21,
01/02/09,142,21,
01/02/09,143,21,x
01/02/09,144,19,
01/02/09,145,19,
01/02/09,146,19,
01/02/09,147,19,
01/02/09,148,19,
01/02/09,149,19,
01/02/09,150,19,
01/02/09,151,19,
01/02/09,152,19,
01/02/09,153,19,
01/02/09,154,19,
01/02/09,155,19,
01/02/09,156,19,
01/02/09,157,19,
01/02/09,158,19,
01/02/09,159,84,
01/02/09,160,84,
01/02/09,161,84,
01/02/09,162,84,
01/02/09,163,84,
01/02/09,164,84,
01/02/09,165,84,
01/02/09,166,84,
01/02/09,167,84,
01/02/09,168,84,
01/02/09,169,84,
01/02/09,170,84,
01/02/09,171,84,
01/02/09,172,84,
01/02/09,173,84,
01/02/09,174,84,
01/02/09,175,84,
01/02/09,176,84,
01/02/09,177,84,
01/02/09,178,84,
01/02/09,179,84,
01/02/09,180,84,
01/02/09,181,84,
01/02/09,182,84,
01/02/09,183,84,
01/02/09,184,84,
01/02/09,185,84,
01/02/09,186,84,
01/02/09,187,84,
01/02/09,188,84,
01/02/09,189,84,
01/02/09,190,84,
01/02/09,191,84,
01/02/09,192,84,
01/02/09,193,84,
01/02/09,194,84,
01/02/09,195,84,
01/02/09,196,84,
01/02/09,197,84,
01/02/09,198,84,
01/02/09,199,84,
01/02/09,200,84,
01/02/09,201,84,
01/02/09,202,84,
01/02/09,203,84,
01/02/09,204,84,x
01/02/09,205,82,
01/02/09,206,82,
01/02/09,207,82,
01/02/09,208,82,
01/02/09,209,82,
01/02/09,210,82,
01/02/09,211,82,
01/02/09,212,83,
01/02/09,213,83,
01/02/09,214,83,
01/02/09,215,83,
01/02/09,216,83,
01/02/09,217,83,x
01/02/09,218,81,
01/02/09,219,81,
01/02/09,220,81,
01/02/09,221,08,
01/02/09,222,06,
01/02/09,223,99,
01/02/09,224,99,
01/02/09,225,99,
01/02/09,226,99,
01/02/09,227,99,
01/02/09,228,99,
01/02/09,229,99,
01/02/09,230,99,
01/02/09,231,99,
01/02/09,232,55,
01/02/09,233,55,
01/02/09,234,55,
01/02/09,235,53,
01/02/09,236,53,
01/02/09,237,99,
01/02/09,238,99,
01/02/09,239,99,
01/02/09,240,99,
01/02/09,241,99,
01/02/09,242,99,
01/02/09,243,99,
01/02/09,244,99,
01/02/09,245,99,
01/02/09,246,99,
01/02/09,247,99,
01/02/09,248,99,
01/02/09,249,99,
01/02/09,250,99,
01/02/09,251,99,
01/02/09,252,99,
01/02/09,253,99,
01/02/09,254,99,
01/02/09,255,99,
01/02/09,256,99,
01/02/09,257,99,
01/02/09,258,99,
01/02/09,259,99,
01/02/09,260,99,
01/02/09,261,99,
01/02/09,262,99,
01/02/09,263,99,
01/02/09,264,99,
01/02/09,265,99,
01/02/09,266,99,
01/02/09,267,99,
01/02/09,268,15,
01/02/09,269,15,
01/02/09,270,15,
01/02/09,271,15,
01/02/09,272,15,
01/02/09,273,15,x
01/02/09,274,13,
01/02/09,275,13,
01/02/09,276,13,
01/02/09,277,13,
01/02/09,278,13,
01/02/09,279,13,
01/02/09,280,13,
01/02/09,281,13,
01/02/09,282,13,
01/02/09,283,13,
01/02/09,284,13,
01/02/09,285,13,
01/02/09,286,13,
01/02/09,287,13,
01/02/09,288,13,
01/02/09,289,13,
01/02/09,290,13,
01/02/09,291,13,
01/02/09,292,13,
01/02/09,293,13,
01/02/09,294,13,
01/02/09,295,13,
01/02/09,296,13,
01/02/09,297,13,
01/02/09,298,13,
01/02/09,299,13,
01/02/09,300,13,
01/02/09,301,13,
01/02/09,302,13,
01/02/09,303,33,
01/02/09,304,33,
01/02/09,305,33,
01/02/09,306,33,
01/02/09,307,33,
01/02/09,308,33,
01/02/09,309,33,
01/02/09,310,33,
01/02/09,311,33,
01/02/09,312,33,
01/02/09,313,33,
01/02/09,314,33,
01/02/09,315,33,
01/02/09,316,33,
01/02/09,317,31,
01/02/09,318,08,
01/02/09,319,08,
01/02/09,320,08,
01/02/09,321,08,
01/02/09,322,08,
01/02/09,323,08,
01/02/09,324,08,
01/02/09,325,08,
01/02/09,326,08,
01/02/09,327,08,
01/02/09,328,08,
01/02/09,329,08,
01/02/09,330,08,
01/02/09,331,08,
01/02/09,332,08,
01/02/09,333,08,
01/02/09,334,08,x
01/02/09,335,08,x
01/02/09,336,06,
01/02/09,337,06,
01/02/09,338,06,
01/02/09,339,06,
01/02/09,340,06,
01/02/09,341,06,
01/02/09,342,06,
01/02/09,343,06,
01/02/09,344,06,
01/02/09,345,06,
01/02/09,346,06,
01/02/09,347,06,
01/02/09,348,06,
01/02/09,349,06,
01/02/09,350,06,
01/02/09,351,06,
01/02/09,352,06,
01/02/09,353,06,
01/02/09,354,06,
01/02/09,355,06,
01/02/09,356,06,
01/02/09,357,06,
01/02/09,358,06,
01/02/09,359,06,
01/02/09,360,06,
01/02/09,361,06,
01/02/09,362,35,
01/02/09,363,35,
01/02/09,364,35,
01/02/09,365,35,
01/02/09,366,35,
01/02/09,367,35,
01/02/09,368,35,
01/02/09,369,35,
01/02/09,370,35,
01/02/09,371,35,
01/02/09,372,35,
01/02/09,373,35,
01/02/09,374,35,
01/02/09,375,35,
01/02/09,376,35,
01/02/09,377,35,
01/02/09,378,35,
01/02/09,379,35,
01/02/09,380,35,
01/02/09,381,35,
01/02/09,382,35,
01/02/09,383,35,
01/02/09,384,35,x
01/02/09,385,33,
01/02/09,386,33,
01/02/09,387,31,
01/02/09,388,31,
01/02/09,389,31,
01/02/09,390,31,
01/02/09,391,31,x
01/02/09,392,29,
01/02/09,393,29,
01/02/09,394,29,
01/02/09,395,29,
01/02/09,396,29,
01/02/09,397,29,
01/02/09,398,29,
01/02/09,399,29,
01/02/09,400,69,
01/02/09,401,69,
01/02/09,402,69,
01/02/09,403,69,
01/02/09,404,69,
01/02/09,405,69,
01/02/09,406,69,
01/02/09,407,69,x
01/02/09,408,99,
01/02/09,409,99,
